0.38;0.29;0.1;0.237;0.108;0.0395;0.082;6
0.385;0.29;0.09;0.2365;0.1;0.0505;0.076;8
0.385;0.28;0.095;0.257;0.119;0.059;0.07;7
0.385;0.3;0.09;0.308;0.1525;0.056;0.0835;8
0.39;0.3;0.09;0.252;0.1065;0.053;0.08;7
0.39;0.285;0.1;0.281;0.1275;0.062;0.077;7
0.39;0.29;0.1;0.2225;0.095;0.0465;0.073;7
0.41;0.3;0.09;0.304;0.129;0.071;0.0955;8
0.41;0.3;0.09;0.28;0.141;0.0575;0.075;8
0.415;0.325;0.1;0.313;0.139;0.0625;0.0965;7
0.425;0.325;0.11;0.317;0.135;0.048;0.09;8
0.425;0.315;0.08;0.303;0.131;0.0585;0.095;7
0.435;0.335;0.1;0.3295;0.129;0.07;0.11;7
0.435;0.325;0.11;0.367;0.1595;0.08;0.105;6
0.45;0.34;0.095;0.3245;0.1385;0.064;0.105;8
0.45;0.335;0.11;0.4195;0.181;0.085;0.1345;7
0.455;0.36;0.115;0.457;0.2085;0.0855;0.147;10
0.46;0.35;0.11;0.4;0.176;0.083;0.1205;7
0.46;0.355;0.11;0.4255;0.2015;0.081;0.13;7
0.465;0.37;0.12;0.4365;0.188;0.0815;0.147;9
0.465;0.345;0.11;0.393;0.1825;0.0735;0.12;8
0.47;0.355;0.125;0.499;0.21;0.0985;0.155;8
0.475;0.36;0.145;0.6325;0.2825;0.137;0.19;8
0.475;0.36;0.1;0.4285;0.1965;0.099;0.112;7
0.475;0.36;0.125;0.4905;0.205;0.1305;0.125;8
0.48;0.37;0.125;0.474;0.179;0.1035;0.175;9
0.48;0.37;0.12;0.536;0.251;0.114;0.15;8
0.48;0.355;0.16;0.464;0.221;0.106;0.239;8
0.485;0.375;0.13;0.6025;0.2935;0.1285;0.16;7
0.49;0.375;0.115;0.4615;0.204;0.0945;0.143;8
0.49;0.4;0.135;0.624;0.3035;0.1285;0.169;8
0.495;0.37;0.125;0.4715;0.2075;0.091;0.15;8
0.495;0.4;0.105;0.602;0.2505;0.1265;0.19;8
0.5;0.4;0.12;0.616;0.261;0.143;0.1935;8
0.5;0.39;0.12;0.5955;0.2455;0.147;0.173;8
0.5;0.375;0.14;0.559;0.2375;0.135;0.169;9
0.51;0.395;0.13;0.6025;0.281;0.143;0.162;7
0.515;0.375;0.11;0.6065;0.3005;0.131;0.15;6
0.515;0.36;0.125;0.4725;0.1815;0.125;0.138;9
0.515;0.35;0.105;0.4745;0.213;0.123;0.1275;10
0.515;0.395;0.125;0.6635;0.32;0.14;0.17;8
0.515;0.39;0.125;0.5705;0.238;0.1265;0.185;8
0.52;0.41;0.145;0.646;0.2965;0.1595;0.165;9
0.52;0.39;0.13;0.5545;0.2355;0.1095;0.1895;7
0.525;0.415;0.145;0.845;0.3525;0.1635;0.2875;8
0.525;0.39;0.12;0.664;0.3115;0.147;0.178;9
0.525;0.38;0.135;0.615;0.261;0.159;0.175;8
0.525;0.4;0.14;0.654;0.305;0.16;0.169;7
0.525;0.4;0.155;0.707;0.282;0.1605;0.225;9
0.53;0.42;0.12;0.5965;0.2555;0.141;0.177;7
0.53;0.43;0.135;0.6255;0.245;0.1455;0.2135;10
0.53;0.4;0.145;0.555;0.1935;0.1305;0.195;9
0.53;0.42;0.13;0.8365;0.3745;0.167;0.249;11
0.535;0.4;0.13;0.657;0.2835;0.162;0.175;7
0.54;0.43;0.17;0.836;0.3725;0.1815;0.24;9
0.54;0.425;0.14;0.742;0.32;0.1395;0.25;9
0.54;0.43;0.14;0.8195;0.3935;0.1725;0.2295;9
0.54;0.455;0.14;0.972;0.419;0.255;0.269;10
0.54;0.42;0.14;0.6275;0.2505;0.1175;0.235;9
0.54;0.425;0.13;0.7205;0.2955;0.169;0.225;10
0.54;0.425;0.135;0.686;0.3475;0.1545;0.213;8
0.545;0.4;0.13;0.686;0.3285;0.1455;0.18;9
0.545;0.375;0.12;0.543;0.2375;0.1155;0.1725;8
0.545;0.42;0.125;0.717;0.358;0.112;0.22;8
0.55;0.435;0.14;0.7625;0.327;0.1685;0.259;10
0.55;0.425;0.15;0.639;0.269;0.1345;0.217;9
0.55;0.42;0.135;0.816;0.3995;0.1485;0.23;12
0.55;0.415;0.145;0.7815;0.373;0.16;0.2215;8
0.55;0.425;0.15;0.7665;0.339;0.176;0.21;8
0.555;0.395;0.13;0.5585;0.222;0.1245;0.17;9
0.555;0.435;0.14;0.765;0.3945;0.15;0.206;8
0.555;0.46;0.145;0.9005;0.3845;0.158;0.2765;11
0.56;0.445;0.15;0.8225;0.3685;0.187;0.236;10
0.56;0.44;0.13;0.7235;0.349;0.149;0.2;8
0.56;0.425;0.135;0.849;0.3265;0.221;0.2645;10
0.565;0.42;0.155;0.743;0.31;0.186;0.231;9
0.565;0.44;0.15;0.863;0.435;0.149;0.27;9
0.565;0.44;0.125;0.802;0.3595;0.1825;0.215;9
0.565;0.43;0.15;0.831;0.4245;0.1735;0.219;10
0.57;0.45;0.135;0.7805;0.3345;0.185;0.21;8
0.57;0.45;0.14;0.795;0.3385;0.148;0.245;9
0.57;0.435;0.17;0.848;0.4;0.166;0.25;9
0.57;0.43;0.145;0.833;0.354;0.144;0.2815;10
0.57;0.445;0.155;0.867;0.3705;0.1705;0.28;9
0.57;0.445;0.145;0.7405;0.306;0.172;0.1825;12
0.575;0.455;0.165;0.867;0.3765;0.1805;0.268;8
0.575;0.425;0.135;0.7965;0.364;0.196;0.239;10
0.575;0.47;0.155;1.116;0.509;0.238;0.34;10
0.575;0.45;0.125;0.78;0.3275;0.188;0.235;9
0.575;0.47;0.185;0.985;0.3745;0.2175;0.355;10
0.575;0.465;0.195;0.9965;0.417;0.247;0.47;8
0.575;0.445;0.17;0.8015;0.3475;0.1465;0.25;9
0.575;0.45;0.135;0.807;0.3615;0.176;0.254;10
0.575;0.435;0.15;1.0305;0.4605;0.218;0.36;8
0.575;0.445;0.16;0.839;0.4005;0.198;0.239;9
0.575;0.44;0.16;0.9615;0.483;0.166;0.275;13
0.58;0.435;0.15;0.834;0.428;0.1515;0.23;8
0.58;0.46;0.155;1.0335;0.469;0.2225;0.295;10
0.58;0.43;0.13;0.798;0.365;0.173;0.2285;10
0.58;0.445;0.125;0.7095;0.303;0.1405;0.235;9
0.585;0.445;0.14;0.913;0.4305;0.2205;0.253;10
0.59;0.49;0.165;1.207;0.559;0.235;0.309;10
0.59;0.45;0.145;1.022;0.428;0.268;0.265;10
0.59;0.46;0.145;0.9015;0.419;0.1785;0.26;11
0.595;0.435;0.15;0.9;0.4175;0.17;0.265;8
0.595;0.45;0.14;0.838;0.3965;0.194;0.217;10
0.595;0.45;0.145;0.959;0.463;0.2065;0.2535;10
0.595;0.46;0.15;0.8335;0.377;0.1925;0.235;8
0.6;0.46;0.155;0.9735;0.427;0.2045;0.3;8
0.6;0.475;0.15;1.13;0.575;0.196;0.305;9
0.6;0.48;0.165;0.9165;0.4135;0.1965;0.2725;9
0.6;0.48;0.17;0.9175;0.38;0.2225;0.29;8
0.6;0.48;0.18;1.0645;0.4495;0.2455;0.325;10
0.6;0.47;0.165;1.059;0.504;0.241;0.275;9
0.6;0.47;0.16;1.194;0.5625;0.3045;0.2635;10
0.605;0.455;0.145;0.9775;0.468;0.1775;0.275;9
0.605;0.475;0.145;0.884;0.3835;0.1905;0.27;8
0.605;0.47;0.145;0.8025;0.379;0.2265;0.22;9
0.605;0.48;0.14;0.991;0.4735;0.2345;0.24;8
0.605;0.47;0.155;0.974;0.393;0.224;0.3345;9
0.605;0.505;0.18;1.434;0.7285;0.264;0.431;11
0.61;0.475;0.155;0.983;0.4565;0.228;0.266;10
0.61;0.465;0.16;1.0725;0.4835;0.2515;0.28;10
0.61;0.485;0.15;1.2405;0.6025;0.2915;0.3085;12
0.61;0.47;0.16;1.022;0.449;0.2345;0.2945;9
0.61;0.475;0.16;1.1155;0.3835;0.223;0.379;10
0.61;0.465;0.125;0.9225;0.436;0.19;0.26;9
0.61;0.47;0.17;1.1185;0.5225;0.2405;0.31;9
0.61;0.485;0.18;1.2795;0.5735;0.2855;0.355;7
0.615;0.47;0.16;1.0175;0.473;0.2395;0.28;10
0.615;0.475;0.175;1.224;0.6035;0.261;0.311;9
0.62;0.485;0.18;1.154;0.4935;0.256;0.315;12
0.62;0.515;0.155;1.3255;0.6685;0.2605;0.335;12
0.62;0.515;0.175;1.221;0.535;0.241;0.395;13
0.62;0.54;0.165;1.139;0.4995;0.2435;0.357;11
0.62;0.49;0.16;1.066;0.446;0.246;0.305;11
0.62;0.48;0.18;1.2215;0.582;0.2695;0.313;12
0.62;0.47;0.14;0.8565;0.3595;0.16;0.295;9
0.62;0.45;0.135;0.924;0.358;0.2265;0.2965;10
0.62;0.48;0.15;1.266;0.6285;0.2575;0.309;12
0.62;0.48;0.175;1.0405;0.464;0.2225;0.3;9
0.625;0.49;0.165;1.1165;0.4895;0.2615;0.3325;11
0.625;0.475;0.16;1.0845;0.5005;0.2355;0.3105;10
0.625;0.5;0.17;1.0985;0.4645;0.22;0.354;9
0.625;0.47;0.155;1.1955;0.643;0.2055;0.3145;12
0.625;0.485;0.175;1.362;0.6765;0.2615;0.3705;10
0.625;0.485;0.15;1.044;0.438;0.2865;0.278;9
0.63;0.505;0.17;1.0915;0.4615;0.266;0.3;9
0.63;0.5;0.18;1.1965;0.514;0.2325;0.3995;8
0.63;0.49;0.17;1.1745;0.5255;0.273;0.339;11
0.63;0.485;0.165;1.233;0.6565;0.2315;0.3035;10
0.63;0.495;0.175;1.2695;0.605;0.271;0.328;11
0.635;0.5;0.165;1.489;0.715;0.3445;0.3615;13
0.635;0.5;0.17;1.4345;0.611;0.309;0.418;12
0.635;0.49;0.175;1.2435;0.5805;0.313;0.305;10
0.635;0.49;0.17;1.2615;0.5385;0.2665;0.38;9
0.64;0.505;0.165;1.2235;0.5215;0.2695;0.36;10
0.64;0.515;0.18;1.247;0.5475;0.2925;0.3685;10
0.64;0.525;0.185;1.707;0.763;0.4205;0.4435;11
0.645;0.505;0.15;1.1605;0.519;0.2615;0.335;10
0.645;0.5;0.175;1.286;0.5645;0.288;0.386;12
0.645;0.5;0.19;1.5595;0.741;0.3715;0.3845;14
0.645;0.51;0.19;1.4745;0.605;0.345;0.48;9
0.645;0.51;0.195;1.226;0.5885;0.2215;0.3745;10
0.645;0.51;0.16;1.33;0.6665;0.309;0.317;9
0.645;0.51;0.16;1.2415;0.5815;0.276;0.315;9
0.645;0.5;0.175;1.3375;0.554;0.308;0.415;10
0.645;0.51;0.19;1.363;0.573;0.362;0.36;10
0.645;0.485;0.15;1.2215;0.5695;0.2735;0.33;9
0.645;0.48;0.19;1.371;0.6925;0.2905;0.35;12
0.65;0.495;0.155;1.337;0.615;0.3195;0.335;9
0.65;0.505;0.19;1.274;0.59;0.23;0.391;11
0.65;0.525;0.185;1.488;0.665;0.337;0.378;11
0.65;0.51;0.16;1.3835;0.6385;0.2905;0.3665;9
0.655;0.55;0.18;1.274;0.586;0.281;0.365;10
0.655;0.51;0.15;1.043;0.4795;0.223;0.305;9
0.655;0.505;0.19;1.3485;0.5935;0.2745;0.425;12
0.655;0.505;0.195;1.4405;0.688;0.3805;0.363;11
0.66;0.5;0.165;1.3195;0.667;0.269;0.341;9
0.66;0.535;0.175;1.5175;0.711;0.3125;0.415;12
0.66;0.53;0.195;1.5505;0.6505;0.3295;0.495;10
0.66;0.51;0.165;1.6375;0.7685;0.3545;0.3925;14
0.665;0.525;0.175;1.443;0.6635;0.3845;0.353;11
0.665;0.505;0.16;1.289;0.6145;0.253;0.3665;11
0.665;0.505;0.16;1.2915;0.631;0.2925;0.32;11
0.665;0.52;0.175;1.3725;0.606;0.32;0.395;12
0.665;0.5;0.175;1.2975;0.6075;0.314;0.315;9
0.67;0.505;0.16;1.2585;0.6255;0.311;0.308;12
0.67;0.52;0.165;1.39;0.711;0.2865;0.3;11
0.67;0.52;0.19;1.32;0.5235;0.3095;0.4275;13
0.67;0.55;0.155;1.566;0.858;0.339;0.354;10
0.67;0.54;0.195;1.619;0.74;0.3305;0.465;11
0.675;0.525;0.16;1.2835;0.572;0.2755;0.3545;13
0.675;0.51;0.195;1.382;0.6045;0.3175;0.3965;10
0.68;0.52;0.195;1.4535;0.592;0.391;0.4125;10
0.68;0.51;0.2;1.6075;0.714;0.339;0.4705;11
0.685;0.52;0.15;1.3735;0.7185;0.293;0.32;11
0.685;0.565;0.175;1.638;0.7775;0.375;0.438;11
0.69;0.55;0.2;1.569;0.687;0.3675;0.46;12
0.7;0.565;0.175;1.8565;0.8445;0.3935;0.54;10
0.7;0.535;0.175;1.773;0.6805;0.48;0.512;15
0.705;0.545;0.17;1.58;0.6435;0.4565;0.265;11
0.71;0.575;0.215;2.009;0.9895;0.4475;0.502;11
